-0.030019,-0.0035795,0.018463,0.046245,0.054391,0.055478,0.062312,0.064174,0.063356,0.066101,0.065541,0.059224,0.047159,0.046083,0.021886,0.016415,0.012489,0.0011074,-0.010442,-0.023194,-0.034617,-0.036557,-0.048749,-0.065303,-0.083201
0.99099,0.98922,0.98508,0.984,0.9834,0.98169,0.97987,0.97829,0.97619,0.97575,0.97379,0.97283,0.97205,0.97217,0.97148,0.97153,0.97165,0.97164,0.97191,0.97306,0.97314,0.97386,0.9747,0.9757,0.97671
0.98409,0.97857,0.97745,0.97445,0.97196,0.96727,0.96678,0.96521,0.96379,0.96302,0.96263,0.96098,0.95971,0.95881,0.95846,0.95882,0.95861,0.95866,0.95888,0.95918,0.95973,0.9604,0.96129,0.96206,0.9631
0.99356,0.99263,0.991,0.9913,0.99056,0.99036,0.99037,0.9901,0.99003,0.99001,0.99005,0.99011,0.99013,0.99018,0.99025,0.99037,0.99048,0.99072,0.99097,0.99135,0.99191,0.99261,0.99304,0.99362,0.99384
0.39265,0.39272,0.39306,0.39297,0.39274,0.39077,0.38579,0.38584,0.38655,0.38724,0.38798,0.38873,0.38827,0.38873,0.38905,0.38907,0.3889,0.38853,0.38861,0.38873,0.3881,0.38694,0.3868,0.38625,0.3858
0.92369,0.92388,0.92304,0.92081,0.91886,0.91744,0.91778,0.91831,0.91758,0.91757,0.92281,0.92661,0.92645,0.92487,0.92428,0.92406,0.92417,0.92408,0.92417,0.92418,0.9247,0.92483,0.92528,0.92636,0.92658
0.98814,0.98831,0.98759,0.98634,0.98615,0.98525,0.98436,0.98421,0.98378,0.98358,0.98394,0.98466,0.98518,0.98514,0.98521,0.98554,0.98578,0.98621,0.9867,0.98667,0.98656,0.9871,0.9871,0.98711,0.98705
0.99909,0.99926,0.99921,0.99918,0.99913,0.99906,0.99903,0.99901,0.99902,0.999,0.99896,0.99887,0.99878,0.99871,0.99862,0.99867,0.99859,0.99862,0.99864,0.9987,0.9987,0.99864,0.9986,0.99849,0.99831
0.39058,0.38707,0.38665,0.38404,0.3838,0.38334,0.38389,0.38598,0.38654,0.38911,0.39339,0.39536,0.39795,0.39948,0.39992,0.39922,0.4014,0.40109,0.40186,0.40187,0.40104,0.40068,0.40084,0.40107,0.40126
0.89305,0.88561,0.87542,0.86233,0.85024,0.83875,0.83141,0.82741,0.81752,0.81579,0.81416,0.81496,0.8192,0.82534,0.83822,0.85074,0.87174,0.89191,0.90689,0.91793,0.92664,0.93011,0.93126,0.93156,0.92987
0.93855,0.93199,0.92387,0.91106,0.90137,0.8894,0.87324,0.85686,0.84026,0.81104,0.80078,0.78436,0.78408,0.78064,0.78104,0.79771,0.83082,0.85628,0.88576,0.90968,0.93004,0.94563,0.95823,0.97231,0.98287
0.97565,0.97016,0.97587,0.97892,0.97761,0.97911,0.98227,0.98373,0.97842,0.97018,0.96108,0.95393,0.94635,0.9279,0.94846,-1,0.92935,0.95325,0.98332,0.99749,0.99905,0.99687,0.9926,0.9922,0.99282
0.34818,0.3475,0.35331,0.35021,0.35289,0.35457,0.35429,0.35534,0.35606,0.35622,0.35631,0.35661,0.35668,0.35653,0.35619,0.35602,0.35488,0.35453,0.35342,0.35343,0.35185,0.34961,0.34708,0.34731,0.3476
0.92618,0.92714,0.92868,0.92849,0.92992,0.92971,0.9297,0.93044,0.93071,0.93095,0.93114,0.93123,0.93113,0.93098,0.93117,0.93119,0.93119,0.9312,0.9312,0.93121,0.93114,0.93114,0.93111,0.93102,0.93098
0.99975,0.99972,0.99969,0.99967,0.99964,0.99961,0.99957,0.99957,0.99954,0.99953,0.99953,0.9995,0.99949,0.9995,0.99949,0.9995,0.99952,0.99953,0.99955,0.99958,0.99962,0.99975,0.99977,0.99982,0.99986
0.77439,0.77587,0.7762,0.77787,0.77805,0.77895,0.77989,0.7807,0.78168,0.78266,0.78246,0.78219,0.78197,0.78176,0.78225,0.78225,0.78213,0.78224,0.78223,0.78217,0.7821,0.78189,0.78197,0.78187,0.7817
-0.46799,-0.46855,-0.46969,-0.46539,-0.4655,-0.46503,-0.46482,-0.4649,-0.4651,-0.46539,-0.46576,-0.46651,-0.46789,-0.46958,-0.46977,-0.47166,-0.47115,-0.47275,-0.47248,-0.47348,-0.47404,-0.47417,-0.47462,-0.47589,-0.47573
0.93164,0.93069,0.92979,0.92906,0.92769,0.92772,0.92742,0.92759,0.9271,0.92697,0.92713,0.92739,0.92787,0.92827,0.92893,0.929,0.92917,0.92945,0.93024,0.93013,0.93032,0.93047,0.93067,0.93082,0.93105
1,0.99991,0.9999,0.99984,0.9998,0.99975,0.9997,0.99963,0.99956,0.99942,0.9994,0.99935,0.99938,0.99932,0.99934,0.99937,0.99941,0.99942,0.9995,0.99948,0.99955,0.99963,0.99975,0.99975,0.99971
0.78022,0.77842,0.77668,0.7752,0.77392,0.77276,0.7716,0.77057,0.76992,0.76965,0.76948,0.76909,0.76887,0.76886,0.769,0.76921,0.7693,0.7695,0.77008,0.77066,0.7715,0.7723,0.77375,0.77634,0.77762
