-0.40991,-0.40794,-0.40532,-0.40601,-0.40621,-0.402,-0.39948,-0.39689,-0.39376,-0.38802,-0.37827,-0.37756,-0.3765,-0.37615,-0.3749,-0.37168,-0.36883,-0.36019,-0.36465,-0.36085,-0.35865,-0.35543,-0.35169,-0.3492,-0.34665,-0.34399,-0.33301,-0.33245,-0.33354,-0.33084,-0.32881,-0.32907,-0.32286,-0.31731,-0.31242,-0.30721,-0.29967,-0.29901,-0.29363,-0.28809,-0.28548,-0.28381,-0.28395,-0.28409,-0.28545,-0.28848,-0.28931,-0.2932,-0.2967,-0.30453,-0.31095,-0.3157,-0.32197,-0.33477,-0.33401,-0.34111,-0.35049,-0.35857,-0.36857
0.95497,0.95624,0.95733,0.95824,0.9609,0.9608,0.96052,0.96018,0.95979,0.95908,0.95866,0.95871,0.95754,0.95569,0.95534,0.95434,0.95333,0.95244,0.95066,0.95072,0.94758,0.94642,0.94773,0.94792,0.94781,0.94686,0.94611,0.94557,0.94484,0.94391,0.94418,0.94444,0.94257,0.9436,0.94294,0.94305,0.94313,0.94319,0.94322,0.94286,0.94278,0.94278,0.94271,0.94263,0.94229,0.94175,0.94131,0.94124,0.94137,0.94153,0.94202,0.94211,0.94495,0.95144,0.95159,0.95662,0.96339,0.96901,0.97326
0.92735,0.93054,0.93087,0.93224,0.93307,0.93328,0.93318,0.93417,0.93444,0.93289,0.93214,0.93001,0.92795,0.92534,0.92352,0.92181,0.91905,0.91873,0.91602,0.91578,0.91362,0.91105,0.9115,0.90966,0.90988,0.90985,0.90875,0.90605,0.90587,0.90617,0.90432,0.90425,0.90367,0.90378,0.90298,0.90339,0.90307,0.90289,0.90282,0.90278,0.90273,0.90266,0.90262,0.90251,0.9025,0.90246,0.90244,0.90246,0.90253,0.90247,0.90244,0.903,0.90504,0.91115,0.91803,0.92622,0.93627,0.94986,0.95515
0.99884,0.99873,0.99858,0.99795,0.99749,0.99684,0.99544,0.99354,0.99114,0.98621,0.98618,0.98245,0.9817,0.98137,0.98041,0.97923,0.97752,0.9762,0.97524,0.97338,0.97224,0.97164,0.96947,0.97077,0.96905,0.96948,0.96851,0.96783,0.96698,0.96485,0.96524,0.96486,0.96419,0.96366,0.9626,0.96225,0.96184,0.96026,0.96126,0.96145,0.96087,0.96064,0.96064,0.96069,0.9609,0.96233,0.96361,0.9643,0.96596,0.96949,0.9749,0.97998,0.98471,0.98894,0.9918,0.99451,0.99472,0.99475,0.99506
0.22531,0.22674,0.22651,0.22612,0.22717,0.22793,0.22967,0.23168,0.23435,0.23729,0.23993,0.24309,0.24599,0.2492,0.25212,0.25393,0.25494,0.2583,0.26307,0.2678,0.26997,0.27147,0.27259,0.27334,0.27515,0.27569,0.27759,0.27892,0.2799,0.28053,0.28245,0.28427,0.28253,0.28213,0.28014,0.27263,0.27021,0.27326,0.27106,0.2717,0.27081,0.27095,0.27133,0.27166,0.27199,0.27222,0.27213,0.27189,0.27105,0.26878,0.26931,0.26545,0.26262,0.26224,0.26254,0.26213,0.26156,0.26127,0.26024
0.91485,0.91431,0.91344,0.91209,0.91221,0.91147,0.91,0.90952,0.90861,0.9068,0.90365,0.90305,0.90106,0.89907,0.89747,0.89551,0.89361,0.89158,0.88892,0.88648,0.88343,0.88322,0.88199,0.88014,0.87828,0.87688,0.87488,0.87335,0.87026,0.8686,0.86904,0.86883,0.86909,0.86941,0.86999,0.87021,0.87084,0.8713,0.87155,0.8718,0.87196,0.872,0.87213,0.87223,0.87246,0.87273,0.87307,0.87388,0.87543,0.87685,0.87832,0.88018,0.88069,0.88161,0.88293,0.88552,0.88973,0.89328,0.89443
0.99088,0.99088,0.99088,0.99091,0.99095,0.99107,0.99108,0.99112,0.99116,0.99124,0.99128,0.9913,0.99136,0.99145,0.99146,0.99155,0.99161,0.99167,0.99177,0.99186,0.99185,0.9919,0.99188,0.99188,0.99189,0.99189,0.99186,0.99186,0.99185,0.99181,0.9918,0.9918,0.99177,0.99176,0.99176,0.99189,0.99192,0.9919,0.99189,0.99197,0.99203,0.99203,0.99205,0.99207,0.99209,0.99212,0.99213,0.99221,0.99219,0.9923,0.99228,0.9925,0.99248,0.99243,0.99239,0.9924,0.99263,0.9927,0.99273
0.99723,0.99733,0.99763,0.99745,0.99761,0.99768,0.99775,0.99779,0.99785,0.99791,0.99794,0.99795,0.99799,0.99804,0.9981,0.99833,0.9983,0.99838,0.99846,0.99852,0.99856,0.9986,0.99861,0.99861,0.99861,0.99862,0.99862,0.99862,0.99862,0.99862,0.99862,0.99864,0.99865,0.99868,0.9987,0.99872,0.99873,0.99873,0.99873,0.99872,0.9987,0.99873,0.99873,0.99876,0.99879,0.99876,0.99877,0.99879,0.99877,0.99877,0.99877,0.99876,0.99875,0.99875,0.99873,0.99892,0.99904,0.999,0.99903
-0.9148,-0.91503,-0.91575,-0.91789,-0.92175,-0.93202,-0.9307,-0.93692,-0.94203,-0.9475,-0.95103,-0.95264,-0.96115,-0.96014,-0.96181,-0.96393,-0.96593,-0.96832,-0.97137,-0.9742,-0.97717,-0.97977,-0.98115,-0.98177,-0.98509,-0.98594,-0.99077,-0.99625,-0.99811,-0.99893,-0.99923,-0.99962,-1,-0.99981,-0.99969,-0.99943,-0.99945,-0.99934,-0.9991,-0.99906,-0.99892,-0.99896,-0.99914,-0.9993,-0.99938,-0.99947,-0.99955,-0.99939,-0.9988,-0.99184,-0.98239,-0.98079,-0.97219,-0.96532,-0.95956,-0.95267,-0.95223,-0.9501,-0.94906
0.91897,0.91723,0.90531,0.88944,0.87956,0.87097,0.86388,0.86156,0.86383,0.86566,0.86592,0.86527,0.86708,0.86813,0.87057,0.86952,0.86742,0.8672,0.86639,0.86626,0.86572,0.86539,0.86493,0.86462,0.86595,0.86605,0.86697,0.86734,0.86678,0.86643,0.86672,0.86689,0.86669,0.86689,0.86829,0.86856,0.86844,0.86882,0.86809,0.8685,0.867,0.864,0.86006,0.85684,0.85352,0.85055,0.84548,0.84301,0.84403,0.85799,0.87063,0.87806,0.88227,0.88472,0.88585,0.89543,0.90363,0.90798,0.90717
0.98857,0.98737,0.98181,0.95955,0.94017,0.91459,0.88832,0.86376,0.85282,0.85398,0.85202,0.84731,0.84027,0.82806,0.81958,0.82038,0.82518,0.82599,0.82439,0.8191,0.82359,0.82046,0.82112,0.82363,0.82545,0.82668,0.82701,0.82709,0.82858,0.83198,0.82914,0.82536,0.82776,0.82911,0.82968,0.82939,0.82679,0.8293,0.82877,0.8305,0.83648,0.83323,0.8415,0.85206,0.86815,0.8757,0.89465,0.91092,0.92093,0.92312,0.92607,0.93888,0.94299,0.9592,0.96505,0.96717,0.97243,0.97512,0.97458
0.99906,0.99903,0.99923,0.99982,0.99974,0.99877,0.998,0.99772,0.99563,0.99718,0.99935,0.9997,0.99927,0.99899,0.99966,0.99848,0.99524,0.99607,0.99711,0.99861,0.99888,0.99856,0.99671,0.99464,0.99669,0.99835,0.99942,0.99949,0.99922,0.99849,0.99879,0.99908,0.99892,0.99831,0.99814,0.99866,0.99876,0.99864,0.99822,0.99823,0.99839,0.99772,0.99618,0.9961,0.99698,0.99715,0.99761,0.99912,1,0.99966,0.99923,0.99939,0.99895,0.99561,0.99578,0.99698,0.99731,0.998,0.99773
0.16887,0.16888,0.16896,0.16934,0.16973,0.1698,0.17028,0.17031,0.17065,0.17043,0.17031,0.16989,0.16946,0.16883,0.16831,0.16815,0.16777,0.16733,0.16718,0.16679,0.1663,0.1663,0.16606,0.16584,0.16568,0.16559,0.16556,0.16548,0.16545,0.16533,0.16521,0.16514,0.16489,0.16479,0.1644,0.16381,0.16367,0.16333,0.16333,0.16312,0.16293,0.16282,0.16285,0.16283,0.16278,0.16266,0.16274,0.16336,0.16416,0.1656,0.16688,0.17125,0.17154,0.17117,0.17267,0.17255,0.17304,0.17295,0.17295
0.9217,0.92221,0.92246,0.92078,0.92076,0.91911,0.91831,0.918,0.91726,0.91719,0.9171,0.91719,0.91731,0.91725,0.91733,0.9183,0.91787,0.9191,0.92084,0.92169,0.92251,0.92309,0.92349,0.92402,0.92496,0.92604,0.92746,0.92923,0.92913,0.92971,0.92969,0.92963,0.92958,0.92916,0.92919,0.92889,0.92873,0.92851,0.92822,0.9281,0.92811,0.92796,0.92797,0.92785,0.92784,0.92754,0.92706,0.92443,0.91935,0.91683,0.91818,0.91684,0.91609,0.91676,0.91714,0.91706,0.91726,0.91733,0.9173
0.99888,0.99888,0.99896,0.99902,0.99914,0.99908,0.99914,0.99914,0.99914,0.9991,0.99902,0.99895,0.99883,0.99868,0.99838,0.99814,0.99794,0.99769,0.99706,0.99669,0.9964,0.99605,0.99559,0.99595,0.99595,0.99552,0.99559,0.99564,0.9954,0.99517,0.99517,0.99518,0.99517,0.99516,0.99512,0.99498,0.99489,0.99486,0.99489,0.99491,0.99493,0.99494,0.99493,0.99493,0.99493,0.99508,0.9954,0.99633,0.99663,0.99765,0.99822,0.99872,0.99911,0.99942,0.99953,0.99961,0.99958,0.99951,0.9993
0.81672,0.81589,0.81575,0.81539,0.8152,0.81512,0.81506,0.81505,0.81502,0.815,0.81502,0.81504,0.81514,0.81516,0.81519,0.8152,0.81519,0.81519,0.8152,0.81521,0.81523,0.81524,0.81524,0.81524,0.81523,0.81523,0.81521,0.81521,0.8152,0.81519,0.81519,0.81517,0.81514,0.81514,0.81514,0.81514,0.81517,0.8152,0.8152,0.81523,0.81525,0.81531,0.81537,0.81544,0.8155,0.81555,0.81564,0.81564,0.81567,0.81558,0.81539,0.81498,0.81412,0.81396,0.81405,0.81415,0.81412,0.81284,0.81353
-0.86369,-0.86381,-0.86388,-0.86417,-0.8655,-0.86512,-0.86547,-0.86566,-0.86577,-0.86485,-0.8638,-0.86267,-0.8616,-0.86059,-0.85982,-0.8584,-0.85719,-0.85614,-0.85542,-0.85488,-0.85429,-0.85332,-0.85237,-0.8522,-0.85216,-0.8519,-0.85154,-0.85056,-0.84924,-0.84823,-0.8482,-0.848,-0.84785,-0.84758,-0.84733,-0.84706,-0.84672,-0.84622,-0.84554,-0.84534,-0.84471,-0.84464,-0.84426,-0.84414,-0.84424,-0.84425,-0.84415,-0.8451,-0.84756,-0.84712,-0.8467,-0.84946,-0.8507,-0.85193,-0.8522,-0.85298,-0.85372,-0.85517,-0.85685
0.9278,0.92777,0.92773,0.92789,0.92795,0.92814,0.92819,0.92847,0.92893,0.93167,0.93384,0.93376,0.93467,0.93572,0.93614,0.93695,0.9375,0.93765,0.93815,0.93835,0.93843,0.9383,0.93815,0.93861,0.93908,0.93963,0.9399,0.94008,0.94032,0.94048,0.94056,0.94059,0.94071,0.94074,0.94085,0.94091,0.94079,0.94059,0.94033,0.94016,0.93998,0.93998,0.93989,0.93955,0.93948,0.93882,0.93759,0.93557,0.93456,0.93429,0.93422,0.93206,0.93316,0.93228,0.93193,0.93171,0.93166,0.93166,0.93168
0.99803,0.99806,0.99806,0.99804,0.99802,0.99802,0.99802,0.99802,0.998,0.99784,0.99761,0.99748,0.99719,0.99687,0.99661,0.99636,0.99621,0.99591,0.99555,0.99532,0.99486,0.99505,0.99459,0.99466,0.99433,0.99406,0.99383,0.99364,0.99351,0.99351,0.99346,0.99346,0.99348,0.99354,0.99363,0.99364,0.9937,0.99375,0.99383,0.99389,0.994,0.99414,0.99437,0.99456,0.99556,0.99593,0.99664,0.99721,0.99772,0.99862,0.99837,0.99864,0.99876,0.99887,0.99893,0.99893,0.999,0.99907,0.99911
0.81676,0.8167,0.81617,0.81625,0.81512,0.81572,0.8159,0.81547,0.81528,0.81523,0.81529,0.81537,0.81548,0.81579,0.81656,0.8166,0.81678,0.8169,0.81699,0.81707,0.81725,0.81726,0.81738,0.81753,0.81765,0.81772,0.81778,0.8178,0.81779,0.8178,0.81784,0.8179,0.81798,0.81805,0.81814,0.81825,0.81854,0.81891,0.81964,0.81956,0.81945,0.81929,0.81998,0.82008,0.82,0.82064,0.82069,0.82083,0.82066,0.82039,0.81983,0.81836,0.81795,0.81695,0.81675,0.81648,0.81624,0.81604,0.81585
