-0.2774,-0.23007,-0.18733,-0.11421,-0.10718,-0.078641,-0.058045,-0.046665,-0.041826,-0.035735,-0.029304,-0.029821,-0.037054,-0.03704,-0.034185,-0.031887,-0.036605,-0.055448,-0.062014,-0.084786,-0.11563,-0.16829
0.99486,0.99478,0.99511,0.99621,0.99637,0.99679,0.99717,0.99704,0.99698,0.99683,0.99671,0.9966,0.99678,0.99666,0.99679,0.99689,0.99743,0.99787,0.99791,0.99757,0.99708,0.99583
0.99644,0.99717,0.99759,0.9981,0.99856,0.99893,0.99917,0.99937,0.99956,0.99969,0.99984,0.99984,0.99988,0.99989,0.9999,0.9999,0.99988,0.99989,0.99986,0.9995,0.99802,0.99345
0.97456,0.96646,0.95839,0.95845,0.95546,0.95539,0.9536,0.95484,0.95539,0.95482,0.95519,0.95535,0.95588,0.95379,0.95058,0.95094,0.95505,0.962,0.96824,0.97445,0.98496,0.98627
0.25315,0.2618,0.25988,0.2646,0.27255,0.28262,0.28118,0.28137,0.28164,0.28179,0.28169,0.28197,0.2827,0.27803,0.27856,0.27022,0.26437,0.26101,0.25323,0.24558,0.24472,0.23746
0.88566,0.87711,0.87376,0.87086,0.86639,0.86684,0.85529,0.86176,0.86503,0.86541,0.86675,0.86758,0.86437,0.86682,0.8679,0.87157,0.87192,0.87687,0.88063,0.88371,0.8901,0.89462
0.99352,0.99277,0.99066,0.98704,0.98586,0.98539,0.98341,0.98218,0.98201,0.98131,0.98253,0.98371,0.98343,0.98434,0.98763,0.99051,0.99384,0.99339,0.99364,0.99458,0.99506,0.99598
0.99693,0.99793,0.99823,0.99848,0.99811,0.98774,0.98944,0.99565,0.9657,0.96366,0.98269,0.99243,0.99687,0.99859,0.99886,0.99921,0.99956,0.99976,0.99993,0.99999,1,1
-0.98408,-0.98978,-0.98229,0.26672,0.28752,0.28915,0.29248,0.29548,0.29474,0.2951,0.29509,0.29512,0.29241,-1,0.28469,0.28995,0.27307,-0.9727,-0.94584,-0.92964,-0.92971,-0.92234
0.89401,0.89337,0.83728,0.81974,0.78951,0.7621,0.73529,0.70916,0.69114,0.6805,0.67483,0.67461,0.69978,0.71301,0.71544,0.81551,0.86761,0.88392,0.90308,0.93601,0.93976,0.93742
0.75064,0.79621,0.84575,0.87419,0.88764,0.90012,0.90023,0.90808,0.9074,0.90943,0.91541,0.91988,0.93851,0.95671,0.98766,0.96174,0.95372,0.94218,0.93372,0.9364,0.94332,0.95009
0.93973,0.94546,0.95689,0.96998,0.98076,0.989,0.99067,0.99035,0.9901,0.98979,0.98938,0.99018,0.99116,0.99077,0.99849,0.9978,0.99211,0.98551,0.97847,0.98404,0.99245,0.99671
0.16546,0.17528,0.18861,0.19973,0.20325,0.20892,0.20699,0.2119,0.21669,0.21496,0.21855,0.22113,0.2217,0.22435,0.22109,0.21815,0.21257,0.20686,0.19986,0.19487,0.19217,0.18974
0.92316,0.91345,0.90988,0.89812,0.88588,0.87526,0.85929,0.85951,0.84966,0.84912,0.84799,0.84681,0.84557,0.84633,0.85202,0.86444,0.86943,0.88038,0.88902,0.89585,0.90076,0.90372
0.99917,0.99879,0.99789,0.99664,0.99547,0.99405,0.99328,0.99206,0.99092,0.99105,0.98997,0.98919,0.98878,0.9885,0.98767,0.98756,0.9882,0.98963,0.99277,0.99354,0.99536,0.99651
0.83185,0.97043,0.91614,0.99599,0.94369,0.93608,0.92665,0.90837,0.90078,0.89046,0.88817,0.88353,0.87424,0.87343,0.86406,0.85388,0.84625,0.83892,0.83323,0.82591,0.82485,0.82469
-0.88144,-0.87899,-0.87925,-0.88376,-0.88376,-0.88662,-0.88976,-0.8891,-0.89076,-0.89064,-0.89137,-0.89127,-0.8942,-0.89778,-0.8948,-0.8943,-0.89488,-0.89575,-0.89661,-0.89562,-0.89503,-0.89405
0.93008,0.92945,0.92551,0.92145,0.92031,0.91941,0.91896,0.91757,0.91602,0.91521,0.91491,0.91492,0.91552,0.91719,0.92293,0.92929,0.93232,0.93235,0.92917,0.92952,0.92676,0.92539
0.99473,0.99439,0.99483,0.99468,0.99426,0.99398,0.99394,0.99402,0.99394,0.99398,0.994,0.99403,0.99353,0.99232,0.99024,0.9904,0.99037,0.9911,0.9925,0.99236,0.99319,0.99377
0.80643,0.8066,0.93107,0.8906,0.8738,0.86983,0.85759,0.851,0.85112,0.85028,0.84828,0.84621,0.84208,0.83747,0.83062,0.82521,0.825,0.91451,0.93715,0.95266,0.93469,0.91218
